text,label
when i was in the toilet and someone came in,Sad
when i act thinking that i know everything and i then realize that there were things i had not thought about thus hurting others,Sad
any situation in everyday life has this emotional sense in class in the street at home at the table,Happy
on a dark night i felt that there were several people near me and i did not know who they were,Fear
when i learned that several people had died in the street due to the cold weather,Angry
when i saw in the newspapers on the tv and magazines the chaotic situation caused by the drought and hunger in mauritania,Sad
the physical appearance of a meal,Disgust
i was with a group of people and everybody told me to do or say something it was a confusing strong and traumatic situation for me,Sad
in a situation with my girlfriend i took a decision later when i thought about it i realized that it was an erroneous decision,Sad
one night at a friends place i realized that i had everything i most wished around me,Happy
during a demonstration i climbed up the closed central door of a bus when the bus stopped i had to go back to the same place afraid that the police would see me,Fear
